Job Title,Salary Minimum,Salary Maximum,Salary Average,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Average Hourly Rate,Converted Salary,City,State
Senior Data Science Analyst,70 ,108,86836 ,3.9,Discover,"Riverwoods, IL",1001 to 5000 Employees,1985.0,Company - Public,Banking & Lending,Financial Services,$25 to $50 million (USD),0,86836 ,Riverwoods, IL
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco, CA
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Senior Data Analyst,150 ,175,162500 ,4.1,CyberCoders,"New York, NY",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),0,162500 ,New York, NY
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas, TX
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Part-Time Healthcare Data Analyst (60% Remote),42.00 ,42.00,42.00 ,4.2,The Mom Project,"Chicago, IL",51 to 200 Employees,2016.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,87360,Chicago, IL
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Senior Marketing Data Analyst (100% Remote),100 ,100,100000 ,4.2,The Mom Project,Remote,51 to 200 Employees,2016.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,100000 ,Remote,Remote
Business Analyst,100 ,100,100000 ,4.0,ALTA IT Services,"Herndon, VA",201 to 500 Employees,2004.0,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD),0,100000 ,Herndon, VA
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Quantico, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Quantico, VA
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Health Data Specialist II/Data Analyst,42.00 ,43.00,42.50 ,3.9,Biogensys,"Trenton, NJ",1 to 50 Employees,,Company - Private,,,$1 to $5 million (USD),1,87360,Trenton, NJ
Business Analyst (100% Remote),86.21 ,86.21,86.21 ,4.2,The Mom Project,Remote,51 to 200 Employees,2016.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,178880,Remote,Remote
Data Analyst ($28 - 32/hr),28.00 ,32.00,30.00 ,3.3,Equity Staffing Group,"Fort Mill, SC",501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,62400,Fort Mill, SC
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach, FL
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton, VA
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
528729 - Confidential Investigator/Data Analyst,55 ,60,57500 ,,NYC Department of Investigation,"New York, NY",,,,,,,0,57500 ,New York, NY
Senior Data Analyst (remote),95 ,120,107500 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,107500 ,Denver, CO
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco, CA
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Data Analyst (Health),62 ,130,89532 ,3.6,General Dynamics,"Washington, DC",10000+ Employees,1952.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,89532 ,Washington, DC
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas, VA
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas, TX
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Part-Time Healthcare Data Analyst (60% Remote),42.00 ,42.00,42.00 ,4.2,The Mom Project,"Chicago, IL",51 to 200 Employees,2016.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,87360,Chicago, IL
Senior Data Analyst,150 ,175,162500 ,4.1,CyberCoders,"New York, NY",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),0,162500 ,New York, NY
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Health Data Specialist II/Data Analyst,42.00 ,43.00,42.50 ,3.9,Biogensys,"Trenton, NJ",1 to 50 Employees,,Company - Private,,,$1 to $5 million (USD),1,87360,Trenton, NJ
Business Analyst,100 ,100,100000 ,4.0,ALTA IT Services,"Herndon, VA",201 to 500 Employees,2004.0,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD),0,100000 ,Herndon, VA
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote
Business Analyst (100% Remote),86.21 ,86.21,86.21 ,4.2,The Mom Project,Remote,51 to 200 Employees,2016.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,178880,Remote,Remote
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Assistant Business and Data Analyst,53 ,108,75736 ,3.8,Church Pension Group Services Corporation,"New York, NY",201 to 500 Employees,1917.0,Nonprofit Organization,Insurance Carriers,Insurance,$10 to $25 million (USD),0,75736 ,New York, NY
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
528729 - Confidential Investigator/Data Analyst,55 ,60,57500 ,,NYC Department of Investigation,"New York, NY",,,,,,,0,57500 ,New York, NY
Senior Data Analyst (remote),95 ,120,107500 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,107500 ,Denver, CO
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
IT Data Analyst - Meter Data Lake,77 ,110,93333 ,3.8,Xcel Energy,"Denver, CO",10000+ Employees,1909.0,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),0,93333 ,Denver, CO
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco, CA
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack, NJ
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Quantico, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Quantico, VA
Jr. Data Analyst,50 ,100,75000 ,4.4,Internal Data Resources,"Dallas, TX",201 to 500 Employees,1998.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),0,75000 ,Dallas, TX
Senior Data Analyst,150 ,175,162500 ,4.1,CyberCoders,"New York, NY",201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),0,162500 ,New York, NY
Data Analyst,59.00 ,59.00,59.00 ,4.0,Creative Circle,"Mountain View, CA",201 to 500 Employees,2002.0,Company - Public,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,122720,Mountain View, CA
Data Analyst needed! Start ASAP!,55 ,65,60000 ,4.1,Noor Staffing Group,"New York, NY",51 to 200 Employees,2015.0,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,0,60000 ,New York, NY
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst -,70 ,70,70000 ,3.9,AppleOne,"Delray Beach, FL",1001 to 5000 Employees,1964.0,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $2 billion (USD),0,70000 ,Delray Beach, FL
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Data Science Analyst,49 ,93,67687 ,3.9,MedPro Group,"Fort Wayne, IN",501 to 1000 Employees,1899.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,67687 ,Fort Wayne, IN
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Senior Data Analyst (remote),95 ,120,107500 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,107500 ,Denver, CO
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Data Analyst (Health),62 ,130,89532 ,3.6,General Dynamics,"Washington, DC",10000+ Employees,1952.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,89532 ,Washington, DC
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco, CA
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack, NJ
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
Business Analyst II - Remote,53 ,109,75810 ,3.5,Centene Corporation,"Chesterfield, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,75810 ,Chesterfield, MO
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas, VA
Data Analyst,49 ,90,66205 ,3.5,Genworth,"Richmond, VA",1001 to 5000 Employees,2004.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,66205 ,Richmond, VA
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Data Analyst II,62 ,101,79626 ,3.2,1199SEIU Benefit and Pension Funds,"New York, NY",1001 to 5000 Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,79626 ,New York, NY
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton, VA
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Jr. Data Analyst,34.00 ,36.00,35.00 ,4.9,Spartan Capital Group LLC,Remote,1 to 50 Employees,2018.0,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),1,72800,Remote,Remote
Data Analyst,45 ,83,61122 ,3.5,Aldi,"Batavia, IL",10000+ Employees,1976.0,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,61122 ,Batavia, IL
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
Data Analyst (focus on PowerBI and DAX),80 ,100,90000 ,5.0,RSM Solutions Inc,Remote,1 to 50 Employees,,Contract,Business Consulting,Management & Consulting,Less than $1 million (USD),0,90000 ,Remote,Remote
Business Data Analyst II,75 ,75,75000 ,3.5,CEVA Logistics,"Mount Juliet, TN",10000+ Employees,1946.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),0,75000 ,Mount Juliet, TN
Data Analyst (remote),60 ,80,70000 ,2.9,CarePoint Health,"Denver, CO",201 to 500 Employees,,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $10 million (USD),0,70000 ,Denver, CO
Data Analyst I,43 ,76,56918 ,3.5,Centene Corporation,"Clayton, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,56918 ,Clayton, MO
Data Analyst (Health),62 ,130,89532 ,3.6,General Dynamics,"Washington, DC",10000+ Employees,1952.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,89532 ,Washington, DC
"Strategy and Data Analyst, Sustainability",79 ,164,113854 ,4.0,Uber,"San Francisco, CA",10000+ Employees,2009.0,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,113854 ,San Francisco, CA
Data Analyst I,44 ,87,61903 ,3.8,Astreya,"Denver, CO",1001 to 5000 Employees,2001.0,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD),0,61903 ,Denver, CO
Data Analyst,52 ,95,70327 ,3.6,Vanguard,"Malvern, PA",10000+ Employees,1975.0,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,0,70327 ,Malvern, PA
Data Analyst,55 ,112,78511 ,3.8,"Disney Parks,Parks, Experiences and Products","New York, NY",10000+ Employees,1901.0,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,78511 ,New York, NY
Business Analyst II - Remote,53 ,109,75810 ,3.5,Centene Corporation,"Chesterfield, MO",10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,75810 ,Chesterfield, MO
Junior Data Analyst,51 ,85,67909 ,,Professional Services,"Hackensack, NJ",,,,,,,0,67909 ,Hackensack, NJ
Mid-Level Staffing Analyst (Virtual),61 ,113,87300 ,3.8,BOEING,"North Charleston, SC",10000+ Employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,87300 ,North Charleston, SC
Data Analyst Supporting the FBI,25.29 ,25.29,25.29 ,3.3,FSA Federal,"Manassas, VA",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,52000,Manassas, VA
Remote Data Manipulation Analyst,100 ,120,110000 ,4.1,Michael Page,"Bensalem, PA",201 to 500 Employees,,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,0,110000 ,Bensalem, PA
Data Analyst,75 ,115,95000 ,,Delta Hire,Remote,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,95000 ,Remote,Remote
Data Analyst ($20 - $25/hour),20.00 ,25.00,22.50 ,3.3,Equity Staffing Group,Remote,501 to 1000 Employees,2009.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,45760,Remote,Remote
Data Analyst - Merchandising (Remote),40 ,89,59811 ,3.8,CustomInk,"New York, NY",1001 to 5000 Employees,2000.0,Company - Private,Other Retail Stores,Retail & Wholesale,$100 to $500 million (USD),0,59811 ,New York, NY
Data and Systems Analyst,62 ,111,82954 ,3.6,XLA Associates,"Lorton, VA",201 to 500 Employees,1989.0,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,82954 ,Lorton, VA
IT Data Analyst,62 ,100,81000 ,3.0,"DTRIC Insurance Company, Limited","Honolulu, HI",51 to 200 Employees,1992.0,Company - Public,Insurance Carriers,Insurance,$10 to $25 million (USD),0,81000 ,Honolulu, HI
Data Analyst,90 ,110,100000 ,4.6,Store Space Self Storage,"Greenwood Village, CO",201 to 500 Employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,100000 ,Greenwood Village, CO
Cybersecurity Analyst II (Remote),100 ,180,140000 ,3.8,The Home Depot,"Atlanta, GA",10000+ Employees,1978.0,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,140000 ,Atlanta, GA
Administrative Assistant / Data Analyst Supporting the USPIS,26.92 ,26.92,26.92 ,3.3,FSA Federal,"New York, NY",1001 to 5000 Employees,2004.0,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD),1,54080,New York, NY
